HOLEID,ESTE,NORTE,COTA,LARGO,Proyecto
04QDR-097,2536048.89,6713140.38,2427.5,240,Potenciales
04QDR-098,2534894.3,6713793.43,2028.5,162,Potenciales
04QDR-099,2535253.44,6713344.11,2057.76,264,Potenciales
04QDR-100,2535352.45,6713274.48,2105,200,Potenciales
04QDR-101,2535463.27,6713324.35,2123.14,156,Potenciales
04QDR-102,2535448.77,6713248.96,2115.56,199,Potenciales
04QDR-103,2534350.73,6714049.39,2091.9,186,Potenciales
04QDR-104,2534317.05,6714041.21,2095.51,198,Potenciales
04QDR-105,2535593.64,6713558.86,1978,84,Potenciales
05QD-110,2535658.06,6713108.91,2134.5,40.8,Potenciales
05QD-111,2535657.16,6713110.04,2134.5,71.75,Potenciales
05QD-112,2535649.41,6713106.76,2134.5,154.4,Potenciales
05QD-113,2535627.75,6713157.57,2123,146.75,Potenciales
05QD-114,2535627.9,6713157.63,2124.17,104.5,Potenciales
05QD-115,2535630.29,6713156.13,2124.66,225.25,Potenciales
05QD-116,2535629.79,6713156.08,2126.38,168.15,Potenciales
05QD-117,2535629.01,6713156.83,2124.59,141.5,Potenciales
05QD-118,2535627.75,6713157.57,2126.08,89.35,Potenciales
05QD-119,2535636.56,6713148.75,2125.61,270.15,Potenciales
05QD-120,2535599.49,6713177.35,2114.79,107.3,Potenciales
05QD-121,2535596.85,6713177.78,2116.55,92.3,Potenciales
05QD-122,2535572.28,6713155.45,2107.5,109.3,Potenciales
05QD-123,2535575.12,6713154.65,2107.5,120.1,Potenciales
05QD-124,2535573.18,6713148.91,2111,168.55,Potenciales
05QD-125,2535573.36,6713149.93,2108,138.65,Potenciales
05QD-126,2535517.89,6713242.4,2075.6,138.2,Potenciales
05QD-127,2535526.04,6713177.3,2094.02,148.7,Potenciales
05QD-128,2535525.55,6713177.02,2095.91,124.1,Potenciales
05QD-129,2535548.59,6713193.28,2088,143.8,Potenciales
05QD-130,2536070.2,6713018.77,2491,200.2,Potenciales
05QD-131,2535552.14,6713198.64,2093.32,68.6,Potenciales
05QD-132,2535865.56,6713049.54,2448.21,279.8,Potenciales
05QD-133,2535441.93,6713246.41,2118.26,191.2,Potenciales
05QD-134,2535986.39,6713123.21,2420,349,Potenciales
05QD-135,2535442.49,6713245.98,2121.74,243.7,Potenciales
05QD-136,2536054.75,6713157.17,2408.5,310.55,Potenciales
05QD-137,2535349.71,6713269.88,2106.13,194,Potenciales
05QD-138,2536353.89,6713096.22,2312,185.3,Potenciales
05QD-139,2535294.58,6713282.52,2095.63,176.55,Potenciales
05QD-140,2536395.02,6713113.73,2310,280.85,Potenciales
05QD-141,2535241.44,6713298.43,2077.14,138.7,Potenciales
05QD-142,2535123.61,6713361.99,2063.8,188.1,Potenciales
05QD-143,2535187.26,6713345.21,2066.04,280.8,Potenciales
05QD-144,2535861.75,6713057.93,2448,352.2,Potenciales
05QD-145,2535116.68,6713364.76,2063.82,176.7,Potenciales
05QD-146,2535999.25,6713103.89,2436.5,345.8,Potenciales
05QD-147,2535446.33,6713244.86,2116.34,221.1,Potenciales
05QD-148,2536047.27,6713138.15,2428,267.4,Potenciales
05QD-149,2535294.81,6713283.68,2092.71,193.1,Potenciales
05QD-150,2535974.67,6713131.91,2420,237.5,Potenciales
05QD-151,2535187.52,6713345.38,2065.19,292.45,Potenciales
05QD-153,2535231.62,6713298.37,2078.77,234.95,Potenciales
05QD-155,2535120.62,6713362.29,2063.8,347.35,Potenciales
05QD-156,2535003.04,6713492.73,2028.2,288.6,Potenciales
05QD-158,2535004.54,6713489.53,2030.96,367.7,Potenciales
05QD-159,2534929.07,6713581.6,2037.85,322.5,Potenciales
05QD-160,2535119.7,6713362.37,2066.51,250.2,Potenciales
05QD-161,2535241.91,6713296.42,2079.24,178.9,Potenciales
05QD-162,2535872.25,6713113.26,2408,472,Potenciales
05QD-163,2535241.86,6713297.01,2074.7,196.8,Potenciales
05QD-164,2535350.3,6713268.91,2108.61,191.6,Potenciales
05QD-165,2535349.85,6713271.37,2106.25,206.2,Potenciales
05QD-170,2535871.17,6713119.53,2408,423.3,Potenciales
05QD-171,2535447.36,6713242.32,2118.86,22.6,Potenciales
05QD-172,2535447.71,6713243.61,2116.59,251.2,Potenciales
05QD-173,2535526.05,6713177.65,2091.42,140,Potenciales
05QD-174,2535526.27,6713177.32,2092.94,181.5,Potenciales
05QD-175,2535526.2,6713177.15,2096.89,95.5,Potenciales
05QD-179,2534802.48,6713823.27,2033.06,133.3,Potenciales
05QD-180,2534800.12,6713835.97,2033.18,131.5,Potenciales
05QD-183,2535873.34,6713119.49,2408,350.5,Potenciales
05QD-185,2534399.01,6713958.04,2080,60.85,Potenciales
05QD-188,2534317.91,6714043.18,2095.51,119.1,Potenciales
05QD-193,2534212.04,6714081.31,2105.04,191.2,Potenciales
05QD-195,2535874.33,6713114.85,2408,291.7,Potenciales
05QD-200,2535879.09,6713109.92,2408,145,Potenciales
05QD-201,2536050.76,6713150.56,2409.45,178.3,Potenciales
05QD-202,2534210.51,6714065.14,2109.37,219.2,Potenciales
05QD-204,2536049.54,6713150.71,2409.81,239.3,Potenciales
05QD-205,2536108.99,6713192.86,2355,232.7,Potenciales
05QD-206,2534062.43,6714227.55,1996.81,161.2,Potenciales
05QD-207,2534063.23,6714227.5,1997.78,177.1,Potenciales
05QD-208,2536104.98,6713194.7,2355,391.9,Potenciales
05QD-209,2534063.95,6714224.48,2000.24,89.6,Potenciales
05QD-210,2536196.63,6713186.14,2341.5,136.9,Potenciales
05QD-211,2534061.81,6714220.64,2000.72,123,Potenciales
05QD-212,2536192.36,6713187.71,2341.5,100,Potenciales
05QD-214,2536205.24,6713237.16,2313,140,Potenciales
05QD-217,2533935.51,6714093.94,2033.75,254.9,Potenciales
05QD-218,2536164.65,6713267.65,2305,99.75,Potenciales
05QD-222,2536160.08,6713268.06,2305,100.1,Potenciales
05QD-224,2536131.73,6713220.09,2313.45,192.65,Potenciales
05QD-227,2536134.81,6713221.27,2313,106.7,Potenciales
05QDR-152,2536497.83,6712765.63,2589.43,400,Potenciales
05QDR-154,2535582.09,6712774.42,2517,370,Potenciales
05QDR-157,2535585.07,6712766.27,2517,312,Potenciales
05QDR-166,2534234.67,6713505.87,2446.66,400,Potenciales
05QDR-166A,2534239.65,6713508.71,2446.34,18,Potenciales
05QDR-167,2534233.55,6713499.22,2446.81,402,Potenciales
05QDR-168,2534126.41,6713731.71,2398.99,308,Potenciales
05QDR-168A,2534126.34,6713731.23,2398.99,18,Potenciales
05QDR-169,2534117.34,6713732.67,2399.33,360,Potenciales
05QDR-176,2534445.63,6713931.74,2070.96,104,Potenciales
05QDR-177,2534211.38,6714082.15,2104.99,150,Potenciales
05QDR-178,2534166.42,6714162.6,2102.57,276,Potenciales
05QDR-181,2532222.86,6713979.76,2359.19,100,Potenciales
05QDR-182,2535240.89,6713341.33,2057.5,220,Potenciales
05QDR-184,2535353.55,6713284.37,2105.11,164,Potenciales
05QDR-186,2535464.14,6713328.25,2123.14,200,Potenciales
05QDR-187,2535472.19,6713309.23,2123.57,206,Potenciales
05QDR-189,2535451.99,6713254.59,2115.56,200,Potenciales
05QDR-190,2535451.61,6713252.42,2115.55,222,Potenciales
05QDR-191,2535444.05,6713251.65,2115.5,120,Potenciales
05QDR-192,2536110.63,6713192.74,2355,174,Potenciales
05QDR-194,2536110.07,6713196.86,2354.83,292,Potenciales
05QDR-196,2536107.27,6713198.22,2355,282,Potenciales
05QDR-197,2534892.43,6713793.31,2028.5,84,Potenciales
05QDR-198,2535191.66,6713353.36,2063.5,78,Potenciales
05QDR-199,2535124.44,6713424.73,2054.15,84,Potenciales
05QDR-203,2535472.13,6713312.54,2123.5,172,Potenciales
05QDR-213,2536108.63,6713200.8,2355,300,Potenciales
05QDR-215,2536639,6713159,2318,260,Potenciales
05QDR-216,2536474.02,6713231.81,2322,200,Potenciales
05QDR-219,2536391.11,6713231.73,2319.5,210,Potenciales
05QDR-220,2536387.73,6713224.87,2319.5,250,Potenciales
05QDR-221,2534224.78,6714119.34,2070.29,200,Potenciales
05QDR-223,2534296.47,6714074.75,2071.27,200,Potenciales
05QDR-225,2535121.82,6713420.6,2054.5,176,Potenciales
05QDR-226,2535363.33,6713291.55,2104.54,202,Potenciales
05QDR-228,2535548.59,6713188.38,2088,210,Potenciales
05QDR-229,2535549.28,6713187.86,2088,150,Potenciales
05QDR-230,2535543.94,6713191.45,2088,215.5,Potenciales
06PNR-01,2532113,6715178,2123,132,Potenciales
06PNR-02,2532182,6715024,2211,150,Potenciales
06QD-233,2535971,6713129.5,2415.49,414.7,Potenciales
06QD-234,2534675.45,6713934.37,2111.5,33.46,Potenciales
06QD-236,2534675.42,6713937.36,2111.7,97.1,Potenciales
06QD-237,2535120.19,6713362.43,2065.6,217.7,Potenciales
06QD-238,2536374.08,6713158.61,2312.86,430,Potenciales
06QD-239,2535182.85,6713345.54,2065.71,277.9,Potenciales
06QD-240,2535598.73,6712641.16,2584.56,320,Potenciales
06QD-241,2535184.46,6713344.97,2065.37,116.8,Potenciales
06QD-242,2535251.47,6713343.22,2057.53,32.15,Potenciales
06QD-243,2535251.86,6713342.89,2057.51,108.1,Potenciales
06QD-246,2535465.24,6713313.57,2123.17,124.3,Potenciales
06QD-250,2535435.43,6712717,2551.46,400,Potenciales
06QD-254,2535468.85,6713316.91,2123.38,105.8,Potenciales
06QD-256,2535445.83,6713244.91,2116.78,320,Potenciales
06QD-263,2534982.1,6712788.7,2600.97,400,Potenciales
06QD-267,2535574.5,6713149.11,2108.75,225,Potenciales
06QD-269,2535448.12,6713243.4,2116.06,320,Potenciales
06QD-276,2535571.24,6713149.79,2112.52,200,Potenciales
06QD-288,2535217.34,6713423.17,2013.85,479.05,Potenciales
06QD-290,2535347.55,6713269.95,2108.49,225,Potenciales
06QD-291,2535245.02,6713338.01,2057.5,111.7,Potenciales
06QD-294,2535347.79,6713270.01,2105.19,307.8,Potenciales
06QD-295,2536187.97,6713247.19,2315.92,50,Potenciales
06QD-296,2536212.06,6713235.48,2312.79,100,Potenciales
06QD-298,2536306.07,6713080.05,2325.5,313.5,Potenciales
06QD-300,2536132.38,6713684.1,1861.39,360.75,Potenciales
06QD-302,2535012.27,6713485.88,2026.67,419.6,Potenciales
06QD-303,2536284.58,6713102.06,2327.78,210.2,Potenciales
06QD-306,2536284.58,6713102.06,2327,230.1,Potenciales
06QD-309,2535012.51,6713486.42,2025.85,387.5,Potenciales
06QD-311,2536136.45,6713227,2312.46,124.9,Potenciales
06QD-312,2535328.84,6713468.32,1969.81,350,Potenciales
06QD-313,2535241.76,6713296.16,2076.84,252.05,Potenciales
06QD-314,2536283.76,6713103.43,2328.13,255.3,Potenciales
06QD-315,2535657.01,6713098.52,2136.75,293.6,Potenciales
06QD-317,2536306.07,6713080.05,2326.03,274.25,Potenciales
06QD-318,2535655.72,6713100.62,2135.32,330.4,Potenciales
06QD-319,2535445.54,6713245.28,2116.26,266,Potenciales
06QD-320,2536280.93,6713107.47,2327.4,253.35,Potenciales
06QD-321,2535008.41,6713488.92,2025.51,380,Potenciales
06QD-322,2535123.99,6713366.03,2063.8,290.1,Potenciales
06QD-324,2535871.81,6713114.94,2407.69,319.9,Potenciales
06QD-328,2534899.31,6713790.74,2028.25,252,Potenciales
06QD-329,2534898.45,6713789.05,2028.62,224.5,Potenciales
06QD-330,2535006.13,6713490.55,2025.5,427.05,Potenciales
06QD-331,2535238.52,6713296.85,2076.15,381.65,Potenciales
06QD-332,2535123.56,6713365.92,2061.45,399.1,Potenciales
06QD-333,2535010.86,6713487.25,2025.53,287.25,Potenciales
06QD-334,2535183.76,6713346.11,2063.58,300.25,Potenciales
06QD-339,2535124.19,6713366.31,2061.57,403.55,Potenciales
06QD-343,2535010.66,6713486.64,2026.33,446.6,Potenciales
06QD-347,2535184.38,6713347.01,2063.62,237,Potenciales
06QD-352,2534358.17,6713991.34,2087.52,76.1,Potenciales
06QD-353,2534672.36,6713937.35,2114.49,25.45,Potenciales
06QD-358,2535006.93,6713489.49,2025.77,442.7,Potenciales
06QD-359,2534693.94,6713882.83,2117.4,84.45,Potenciales
06QD-361,2534357.61,6713993.62,2087.55,84.8,Potenciales
06QD-362,2534691.76,6713858.07,2115.97,125.7,Potenciales
06QD-364,2534228.04,6714113.92,2070.42,200.05,Potenciales
06QD-365,2534265.1,6714254.02,1974.21,242.65,Potenciales
06QD-368,2534261.69,6714087.34,2070.38,179,Potenciales
06QD-369,2534266.19,6714254.77,1973.65,208.6,Potenciales
06QD-370,2534262.15,6714087.41,2070.38,160.05,Potenciales
06QD-371,2535008.88,6713487.74,2027.32,334.3,Potenciales
06QD-372,2534262.61,6714087.48,2070.38,186.5,Potenciales
06QD-373,2535867.7,6713118.71,2407.52,347.3,Potenciales
06QD-374,2535009.59,6713487.41,2027.14,503.8,Potenciales
06QD-375,2534268.32,6714084.65,2070.46,150.3,Potenciales
06QD-376,2534309.26,6714071.81,2071.57,105,Potenciales
06QD-377,2535874.13,6713114.77,2407.54,461.3,Potenciales
06QD-378,2534309.15,6714071.29,2071.53,168.75,Potenciales
06QD-379,2534402.09,6713957.7,2080.68,83.1,Potenciales
06QD-380,2535007.74,6713488.44,2026.24,413.9,Potenciales
06QD-381,2535871.15,6713119.92,2407.48,286.3,Potenciales
06QD-382,2534403.16,6713957.32,2080.78,215.7,Potenciales
06QDR-231,2535366.36,6713302.13,2104.34,186,Potenciales
06QDR-232,2535465.08,6713310.46,2123.34,143,Potenciales
06QDR-235,2535544.42,6713192.11,2088,400,Potenciales
06QDR-244,2536230.09,6713138.4,2374.14,100,Potenciales
06QDR-245,2536227.36,6713140.95,2373.66,100,Potenciales
06QDR-247,2536224.77,6713133.66,2374.14,108,Potenciales
06QDR-248,2536223.62,6713142.58,2374.14,162,Potenciales
06QDR-249,2536230.35,6713208.72,2326.52,100,Potenciales
06QDR-251,2536233.93,6713207.56,2326.5,100,Potenciales
06QDR-252,2536049.79,6713163.42,2408.43,378,Potenciales
06QDR-253,2536047.05,6713162.43,2408.77,366,Potenciales
06QDR-255,2535789.41,6713727.99,1935.79,170,Potenciales
06QDR-257,2535705,6713654,1969,31,Potenciales
06QDR-258,2535522.89,6713492.34,1980.82,276,Potenciales
06QDR-259,2535333.46,6713471.78,1969.43,398,Potenciales
06QDR-260,2535644.79,6713114.48,2134.66,186,Potenciales
06QDR-261,2535647.15,6713117.6,2134.75,158,Potenciales
06QDR-262,2535650.17,6713115.77,2134.76,144,Potenciales
06QDR-264,2535995.31,6713964.44,1795.53,200,Potenciales
06QDR-265,2536009.44,6713861.76,1813,186,Potenciales
06QDR-266,2535885.55,6714100.27,1774.44,200,Potenciales
06QDR-268,2539273,6712687,1847,198,Potenciales
06QDR-270,2540129,6712983,1678,200,Potenciales
06QDR-271,2536160.63,6713126.47,2385.69,210,Potenciales
06QDR-272,2536160.57,6713125.11,2386.06,144,Potenciales
06QDR-273,2536220.25,6713135.81,2374.2,160,Potenciales
06QDR-274,2536114.6,6713190.52,2354.93,120,Potenciales
06QDR-275,2536248.93,6713179.67,2327.51,76,Potenciales
06QDR-277,2536265.51,6713132.53,2327.51,84,Potenciales
06QDR-278,2536270.94,6713225.61,2303.02,50,Potenciales
06QDR-279,2536237.54,6713265.85,2290.56,120,Potenciales
06QDR-280,2536235.25,6713267.11,2290.4,108,Potenciales
06QDR-281,2536208.33,6713285.41,2287.21,108,Potenciales
06QDR-282,2536207.54,6713288.33,2287.21,156,Potenciales
06QDR-283,2536201.38,6713287.8,2287.2,144,Potenciales
06QDR-284,2536004.49,6713110.81,2436.33,324,Potenciales
06QDR-285,2536001.33,6713102.81,2436.54,300,Potenciales
06QDR-286,2536087.21,6713054.04,2466.29,300,Potenciales
06QDR-287,2536093.42,6713055.62,2465.81,278,Potenciales
06QDR-289,2535646.81,6713110.34,2134.89,252,Potenciales
06QDR-292,2538305,6713710,1771,138,Potenciales
06QDR-293,2539156.06,6713283.24,1822.35,150,Potenciales
06QDR-297,2539282,6712979.36,1820,90,Potenciales
06QDR-299,2539092.47,6713743.67,1772.73,82,Potenciales
06QDR-301,2535465,6713313.61,2123.51,124,Potenciales
06QDR-305,2536187.53,6713248.09,2315.82,50,Potenciales
06QDR-307,2536142.8,6713020.82,2458.83,228,Potenciales
06QDR-308,2536143.86,6713020.21,2458.86,274,Potenciales
06QDR-310,2536126.42,6712909.02,2510.81,300,Potenciales
06QDR-316,2532503.95,6714192.68,2256.52,196,Potenciales
06QDR-323,2535474.23,6713233.95,2108.38,210,Potenciales
06QDR-325,2535473.62,6713232.91,2108.38,216,Potenciales
06QDR-326,2535466.16,6713232.63,2108.62,186,Potenciales
06QDR-327,2535647.4,6713111.28,2134.83,306,Potenciales
06QDR-335,2535875.67,6714129.8,1770.26,102,Potenciales
06QDR-336,2535875.45,6714117.59,1770.57,102,Potenciales
06QDR-337,2535819.54,6714480.34,1730.2,102,Potenciales
06QDR-338,2535939.79,6714445.38,1720.42,120,Potenciales
06QDR-340,2535724.67,6714013.7,1800.56,102,Potenciales
06QDR-341,2535519.89,6713864.58,1837.2,200,Potenciales
06QDR-342,2534796.04,6714118.1,2090.05,220,Potenciales
06QDR-344,2534951.53,6714271.15,2059.08,200,Potenciales
06QDR-345,2534948.62,6714263.71,2058.88,200,Potenciales
06QDR-346,2535121.92,6714235.96,1987.33,102,Potenciales
06QDR-348,2534635.85,6714084.5,2021.13,100,Potenciales
06QDR-349,2534442.57,6714321.58,1994.87,102,Potenciales
06QDR-350,2534353.35,6714220.4,1979.14,102,Potenciales
06QDR-351,2534270.15,6714260.38,1973.58,120,Potenciales
06QDR-354,2534108.38,6714339.45,1956.51,100,Potenciales
06QDR-355,2533975.02,6714377.29,1976.46,102,Potenciales
06QDR-356,2533987.98,6714231.13,1992.1,102,Potenciales
06QDR-357,2533893.12,6714320.39,1962.35,102,Potenciales
06QDR-360,2535860.04,6713057.93,2447.65,400,Potenciales
06QDR-363,2535998.47,6713107.98,2436.47,346,Potenciales
06QDR-366,2536006.03,6713109.13,2436.6,400,Potenciales
06QDR-367,2535464.79,6713330.36,2123.18,210,Potenciales
07QD-383,2535864.78,6713048.89,2448.06,448.1,Potenciales
07QD-384,2534209.47,6714072.94,2104.79,294.2,Potenciales
07QD-385,2535003.96,6713493.19,2026,454.3,Potenciales
07QD-386,2534695.06,6713882.37,2115.48,154.4,Potenciales
07QD-387,2534693.23,6713859.4,2113.8,168.1,Potenciales
07QD-388,2534513.78,6713975.55,2072.7,135.15,Potenciales
07QD-389,2534801.02,6713836.05,2031.83,185.2,Potenciales
07QD-390,2535006.16,6713490.45,2025.21,423.55,Potenciales
07QD-391,2534694.9,6713857.23,2112.45,176.1,Potenciales
07QD-392,2534732.64,6714066.93,2087,200.3,Potenciales
07QD-393,2534695.53,6713857.34,2112.62,185.1,Potenciales
07QD-394,2534694.26,6713881.25,2116.32,150.9,Potenciales
07QD-395,2534394.9,6713962.49,2083.18,333.2,Potenciales
07QD-396,2535007.57,6713489.49,2026.31,437.35,Potenciales
07QD-397,2534492.32,6713953.97,2070.49,156.3,Potenciales
07QD-398,2534310.84,6714036.92,2095.88,194.85,Potenciales
07QD-399,2534395.2,6713962.87,2081.79,334.2,Potenciales
07QD-400,2534167.16,6714163.87,2102.22,187.9,Potenciales
07QD-401,2534696.12,6713879.11,2114.08,197.7,Potenciales
07QD-402,2535006.15,6713490.26,2025.59,460.35,Potenciales
07QD-403,2534262.73,6714261.18,1974.06,165.95,Potenciales
07QD-404,2534701.75,6713852.24,2111.95,162.5,Potenciales
07QD-405,2534260.56,6714258.42,1978.26,155.8,Potenciales
07QD-406,2534701.23,6713852.05,2111.98,227.7,Potenciales
07QD-407,2535006.66,6713491.07,2025.27,391,Potenciales
07QD-408,2534261.92,6714253.28,1977.43,236.2,Potenciales
07QD-409,2534231.02,6714107.6,2070.8,164.6,Potenciales
07QD-410,2534262.56,6714253.34,1977.14,219.6,Potenciales
07QD-411,2534232.65,6714111.12,2070.12,196.2,Potenciales
07QD-412,2534804.43,6713840.25,2034.06,113.8,Potenciales
07QD-413,2534262.16,6714253.8,1977.45,169.3,Potenciales
07QD-414,2534804.02,6713840.01,2034.1,174,Potenciales
07QD-415,2534677.45,6713921.29,2117.6,41.2,Potenciales
07QD-416,2534678.84,6713919.4,2118.11,73.7,Potenciales
07QD-417,2534800.7,6713838.02,2035.19,134,Potenciales
07QD-418,2534450.25,6713937.42,2074.27,81.7,Potenciales
07QD-419,2534454.64,6713934.55,2074.36,96,Potenciales
07QD-420,2534106.4,6714338.84,1956.34,150.1,Potenciales
07QD-421,2534801.17,6713837.02,2033.47,134,Potenciales
07QD-422,2534366.37,6713992.29,2085.23,103,Potenciales
07QD-423,2534802.44,6713823.27,2033.03,112.6,Potenciales
07QD-425,2534262.38,6714253.33,1977.23,175,Potenciales
07QD-427,2534108.25,6714337.72,1956.66,150.1,Potenciales
07QD-428,2534314.2,6714035.77,2095.93,59.3,Potenciales
07QD-430,2534305.01,6714070.07,2071.34,89.1,Potenciales
07QD-431,2534106.34,6714341.03,1956.3,130.6,Potenciales
07QD-432,2534264.63,6714254.77,1974.21,222.3,Potenciales
07QD-433,2534263.79,6714089.02,2070.14,60.15,Potenciales
07QD-434,2535123.92,6713362.49,2062.48,473.8,Potenciales
07QD-435,2534109.08,6714337.12,1956.4,158.2,Potenciales
07QD-436,2534262.96,6714258.06,1973.86,199.05,Potenciales
07QD-437,2535006.81,6713488.22,2030.05,140,Potenciales
07QD-443,2533931.42,6714092.24,2036.47,200.5,Potenciales
07QD-444,2535005.78,6713492.23,2025.16,250.15,Potenciales
07QD-445,2535008.36,6713494.59,2025.54,457.1,Potenciales
07QD-446,2533933.93,6714089.38,2035.33,259.1,Potenciales
07QD-447,2535126.25,6713362.22,2064.12,253.4,Potenciales
07QD-448,2533935.71,6714087.82,2035.92,300,Potenciales
07QD-449,2535126.58,6713360.5,2067.64,252.7,Potenciales
07QD-450,2535006.87,6713489.06,2026.66,479,Potenciales
07QD-455,2533929.01,6714085,2035,208.3,Potenciales
07QD-456,2535128,6713367,2060,277.2,Potenciales
07QD-459,2534265,6714254,1975,179,Potenciales
07QD-463,2535128.01,6713367,2060,220.1,Potenciales
07QD-466,2535006,6713491,2026,500.65,Potenciales
07QD-469,2535126.708,6713365.814,2061.418,142.6,Potenciales
07QD-473,2534978,6713262,1918.2,346,Potenciales
07QD-476,2533929.02,6714085,2035,300,Potenciales
07QD-477,2535006.01,6713491,2026,500,Potenciales
07QD-481,2533929.03,6714085,2035,354.45,Potenciales
07QD-482,2534978.01,6713262,1918.2,400,Potenciales
07QD-483,2535006.02,6713491,2026,466.65,Potenciales
07QD-484,2533929.04,6714085,2035,250,Potenciales
07QD-485,2533929.05,6714085,2035,250,Potenciales
07QD-486,2534978.02,6713262,1918.2,400.1,Potenciales
07QD-487,2535128.02,6713367,2060,331.5,Potenciales
07QD-498,2534265.1,6714254.02,1976,96.6,Potenciales
07QD-499,2534263.232,6714255.481,1974.744,174.2,Potenciales
07QD-500,2535129.999,6713363.192,2063.14,275.3,Potenciales
07QD-503,2534262.679,6714261.013,1973.982,181.9,Potenciales
07QD-504,2534263.203,6714258.8,1973.711,200.2,Potenciales
07QD-505,2535185.051,6713345.368,2065.962,203.9,Potenciales
07QD-506,2533935.41,6714086.11,2037.07,241.8,Potenciales
07QD-509,2535185.05,6713345.37,2064.55,379.6,Potenciales
07QDR-424,2534698.26,6713865.8,2112.91,150,Potenciales
07QDR-426,2534698.92,6713867.29,2112.93,150,Potenciales
07QDR-429,2534703.21,6713860.86,2112.76,150,Potenciales
07QDR-438,2534687.76,6713951.07,2109.95,156,Potenciales
07QDR-439,2534707.5,6713902.76,2112.87,150,Potenciales
07QDR-440,2534704.74,6713900.73,2112.95,138,Potenciales
07QDR-441,2534480.09,6713942.45,2071.88,132,Potenciales
07QDR-442,2535889.12,6714116.88,1773.17,130,Potenciales
07QDR-451,2533802.79,6713721.33,2355.39,400,Potenciales
07QDR-452,2533804.77,6713720.46,2355.41,400,Potenciales
